가수,노래 제목,벅스 링크,음악번호,가사,앨범사진,템포,배경,accumulated,love_ratio,excited_ratio,missing_ratio,앨범명,벅스 앨범 링크,장르,가사 감정,youtube search link,first video link
692,백아연,이럴거면 그러지말지,https://music.bugs.co.kr/track/4351681?wl_ref=list_tr_08_sp,4351681.0,"궁금해서 잠이 안 와
그때 왜 그랬어?
구차해도 묻고 싶어
그때 난 뭐였어?

나나나나나나나나
나만 애탄 거니
나나나나나나나나
난 진심인데 넌

그랬구나 그랬어
좋았는데 넌 아니었나 봐
그랬구나 그때 넌
그런 줄 모르고 나 혼자 

이럴 거면 바래다주었던 그날 밤 
넌 나를 안아주지 말았어야지 
설렘에 밤잠 설치게 했던 그 말 
그 말도 말았어야지 그러지는 말지

비겁하게 숨어버린 너를 
돌아 올 거라고 믿은 내가 바보야
사랑스럽게 날 보던 네 눈빛에 
빠졌던 내가 바보지 
이럴 줄도 모르고 

이렇게 돼 버린 이상  
그냥 얘기할게
이미 떠나버린 니 맘 
돌릴 순 없으니

그랬구나 그랬어
좋았는데 넌 아니었나 봐
그랬구나 그때 넌
네 생각뿐인데 나 혼자 

이럴 거면 바래다주었던 그날 밤 
넌 나를 안아주지 말았어야지 
설렘에 밤잠 설치게 했던 그 말 
그 말도 말았어야지 이럴 줄은 몰랐어

RAP
어때 넌 어떻게 하고 싶니
지금 이 순간의 감정일지
중간에 금방 에러가 날것인지
I don’t know 하지만 내 생각엔
오래가진 못할 거 같아
너 아닌 나 때문에
이 관계는 이어지지 못해

잠 못 들어 아픈 이 새벽 
잘 지내니 문자 한번쯤은 해주지 
혹시나 하며 올린 우리 얘기에 
좋아요 누르지 말지 괜히 기대 하게

바래다주던 그 날 밤처럼
돌아와서 포근하게 나를 안아줘 
설렘에 밤잠 설치게 했던 말로
또 두근거리게 해줘 다시 날 녹여줘 

이럴 거면 귀엽다고 하지 말지 그러지 말지 
혼잣말만 늘어가네 전하지도 못할 말만",https://image.bugsm.co.kr/album/images/200/5046/504618.jpg?version=20200730151340.0,보통,공원,"{'love': 5.382412750273943, 'excited': 7.729533080011606, 'longing/missing': 8.709714502096176, 'other': 39.68099755933508}",0.0875151243016254,0.1256780331936292,0.1416152537249809,이럴거면 그러지말지,https://music.bugs.co.kr/album/504618?wl_ref=S_tr_01_04,댄스/팝,missing,https://www.youtube.com/results?search_query=%EC%9D%B4%EB%9F%B4%EA%B1%B0%EB%A9%B4+%EA%B7%B8%EB%9F%AC%EC%A7%80%EB%A7%90%EC%A7%80+%EB%B0%B1%EC%95%84%EC%97%B0,https://www.youtube.com/watch?v=x815A21RIto&pp=ygUm7J2065-06rGw66m0IOq3uOufrOyngOunkOyngCDrsLHslYTsl7A%3D
693,적재,"손을 잡는다거나, 같이 걷는다거나",https://music.bugs.co.kr/track/6148544,6148544.0,"하고 싶은 말을 하나씩
써 내려가다가
문득 보고 싶은 맘이
창밖에 막 차오를 때
너의 밤이 궁금해 조금씩
무작정 너에게
맘이 타는 줄도 몰라
뜨겁게 나 가고 있어
햇살이 좋은 그런 어떤 날
별빛이 내린 오늘 같은 밤
Oh 난 사실은 말이야
너와 같은 하늘 아래서
손을 잡는다거나 같이 걷는다거나
Oh 난 사실은 말이야
너와 같은 곳을 보면서
발 맞추고 싶나 봐
너를 정말 많이 사랑하나 봐
너의 하늘 어딘가에
내 맘을 따다가
바람 따라 새겨놓고
달빛처럼 빛나게 해
너와 마주 앉아
밤하늘을 보며
꿈을 꾸고 있나 봐
이런 게 사랑인가 봐
Oh 난 사실은 말이야
너와 같은 하늘 아래서
손을 잡는다거나 같이 걷는다거나
Oh 난 사실은 말이야
너와 같은 곳을 보면서
발 맞추고 싶나 봐
너를 정말 많이 사랑해
Oh 난 사실은 말이야
너를 보고 싶었었나 봐
너와 손을 잡고서
같이 길을 걸으며
Oh 난 사실은 말이야
너와 같은 곳을 보면서
발 맞추고 싶나 봐
너를 많이 사랑하게 됐나 봐",https://image.bugsm.co.kr/album/images/200/40716/4071687.jpg?version=20220227180019.0,보통,공원,"{'love': 7.000526750460267, 'excited': 2.2915906459093094, 'longing/missing': 1.2328500393778086, 'other': 27.421685475390404}",0.1844833789913926,0.0603897964670475,0.0324890324916101,Trip:Tape #01,https://music.bugs.co.kr/album/4071687?wl_ref=S_tr_01_04,"인디,발라드",love,https://www.youtube.com/results?search_query=%EC%86%90%EC%9D%84+%EC%9E%A1%EB%8A%94%EB%8B%A4%EA%B1%B0%EB%82%98%2C+%EA%B0%99%EC%9D%B4+%EA%B1%B7%EB%8A%94%EB%8B%A4%EA%B1%B0%EB%82%98+%EC%A0%81%EC%9E%AC,https://www.youtube.com/watch?v=BqSyuph8wgk&pp=ygU17IaQ7J2EIOyeoeuKlOuLpOqxsOuCmCwg6rCZ7J20IOqxt-uKlOuLpOqxsOuCmCDsoIHsnqw%3D
694,엔하이픈,Polaroid Love,https://music.bugs.co.kr/track/32438763?wl_ref=list_tr_08_ab,32438763.0,"It's like a polaroid love
사랑 촌스런 그 감정
근데 내 가슴이 뛰어
왜 나 이래 나
왜 사랑에 목매는 건지
어차피 뻔한 감정이잖아
분명 다 안다 믿었지
알고도 빠진 함정인가 봐
나도 모르게 When you call my name
가슴 아프게 나의 심장이 쿵쿵
It's like a polaroid love
사랑 촌스런 그 감정
근데 내 가슴이 뛰어
왜 나 이래 나
It's like a polaroid love
내 뜻대로 되지 않아
흔한 filter조차 없어
But I love that vibe
(yeah yeah yeah yeah)
널 향한 내 맘을 여기
보정 없이 새기는 거야
점점 또렷해져 가지
이 맘은 세상 단 한 장 뿐이야
나도 모르게 When you call my name
가슴 아프게 나의 심장이 쿵쿵
It's like a polaroid love
사랑 촌스런 그 감정
근데 내 가슴이 뛰어
왜 나 이래 나
It's like a polaroid love
내 뜻대로 되지 않아
흔한 filter조차 없어
But I love that vibe
(yeah yeah yeah yeah)
Polaroid Love
촌스런 그 감정
Polaroid Love
I love that vibe
나도 모르게 When you call my name
가슴 아프게 나의 심장이 쿵쿵
It's like a polaroid love
사랑 촌스런 그 감정
근데 내 가슴이 뛰어
왜 나 이래 나
It's like a polaroid love
내 뜻대로 되지 않아
흔한 filter조차 없어
But I love that vibe
(yeah yeah yeah yeah)",https://image.bugsm.co.kr/album/images/200/204444/20444436.jpg?version=20231026064628.0,보통,공원,"{'love': 24.95248754322529, 'excited': 1.7663683369755745, 'longing/missing': 6.572971522808075, 'other': 16.700625153258443}",0.4991250932356404,0.0353327001708407,0.1314792771050806,DIMENSION : ANSWER,https://music.bugs.co.kr/album/20444436?wl_ref=S_tr_01_04,"댄스/팝,랩/힙합,락/메탈",love,https://www.youtube.com/results?search_query=Polaroid+Love+%EC%97%94%ED%95%98%EC%9D%B4%ED%94%88,https://www.youtube.com/watch?v=vZ6gfpPt2ek&pp=ygUaUG9sYXJvaWQgTG92ZSDsl5TtlZjsnbTtlIg%3D
695,AKMU,후라이의 꿈,https://music.bugs.co.kr/track/6213265?wl_ref=list_tr_08_chart,6213265.0,"저 거위도 벽을 넘어 하늘을 날을 거라고
달팽이도 넓고 거친 바다 끝에 꿈을 둔다고
나도 꾸물꾸물 말고 꿈을 찾으래
어서 남의 꿈을 빌려 꾸기라도 해

내게 강요하지 말아요 이건 내 길이 아닌걸
내밀지 말아요 너의 구겨진 꿈을

난 차라리 흘러갈래
모두 높은 곳을 우러러볼 때
난 내 물결을 따라
Flow flow along flow along my way

난 차라리 꽉 눌러붙을래
날 재촉한다면 
따뜻한 밥 위에 누워 자는
계란 fry fry 같이 나른하게

고래도 사랑을 찾아 파도를 가를 거라고
하다못해 네모도 꿈을 꾸는데
아무도 꿈이 없는 자에겐 기회를 주지 않아
하긴 무슨 기회가 어울릴지도 모를 거야

무시 말아 줘요 하고 싶은 게 없는걸
왜 그렇게 봐 난 죄지은 게 아닌데

난 차라리 흘러갈래
모두 높은 곳을 우러러볼 때
난 내 물결을 따라
Flow flow along flow along my way

난 차라리 꽉 눌러붙을래
날 재촉한다면
따뜻한 밥 위에 누워 자는
계란 fry fry 같이

Spread out
틀에 갇힌 듯한 똑같은 꿈
Spread out out
난 이 두꺼운 껍질을 깨고 나와 퍼지고 싶어

난 차라리 굴러갈래
끝은 안 보여 뒤에선 등 떠미는데
난 내 물결을 따라
Flow flow along flow along my way

난 차라리 꽉 눌러붙을래
날 재촉한다면
고민 하나 없이 퍼져 있는
계란 fry fry 같이 나른하게",https://image.bugsm.co.kr/album/images/200/40903/4090354.jpg?version=20230822072239.0,보통,공원,"{'love': 3.2519529424607754, 'excited': 0.8944828705862164, 'longing/missing': 1.795696347951889, 'other': 42.5299391108565}",0.0670892094588286,0.0184535722760744,0.03704599990953,Love Lee,https://music.bugs.co.kr/album/4090354?wl_ref=S_tr_01_04,댄스/팝,love,https://www.youtube.com/results?search_query=%ED%9B%84%EB%9D%BC%EC%9D%B4%EC%9D%98+%EA%BF%88+AKMU,https://www.youtube.com/watch?v=3kGAlp_PNUg&pp=ygUV7ZuE65287J207J2YIOq_iCBBS01V
696,백예린,산책,https://music.bugs.co.kr/track/32333012?wl_ref=list_tr_08_chart,32333012.0,"한적한 밤 산책하다 보면
어김없이 생각나는 얼굴
반짝이는 별을 모아 그리는 그런 사람
좁다란 길 향기를 채우는
가로등 빛 물든 진달래꽃
이 향기를 그와 함께 맡으면 참 좋겠네
보고 싶어라 그리운 그 얼굴
물로 그린 그림처럼 사라지네
보고 싶어라
오늘도 그 사람을 떠올리려
산책을 하네
대기는 차갑게 감싸고
생생하게 생각나는 그때
안타까운 빛나던 시절 뒤로하고 가던
보고 싶어라 그리운 그 얼굴
물로 그린 그림처럼 사라지네
보고 싶어라
오늘도 그 사람을 떠올리려
산책을 하네
따뜻한 손 그리고 그 감촉
내가 쏙 들어앉아 있던 그 눈동자
그 마음 아무것도 바라지 않고
사랑을 주던 그가 보고 싶어지네
그리운 그 얼굴 물로 그린 그림처럼 사라지네
보고 싶어라
오늘도 그 사람을 떠올리려 산책을 하네
오늘도 산책을 하네
오늘도 산책을 하네",https://image.bugsm.co.kr/album/images/200/204200/20420099.jpg?version=20210917004524.0,느림,공원,"{'love': 3.3531425539404154, 'excited': 0.18094325065612793, 'longing/missing': 8.33049363270402, 'other': 15.999916973523796}",0.1203374539594349,0.0064936845794147,0.2989644424174097,선물,https://music.bugs.co.kr/album/20420099?wl_ref=S_tr_01_04,발라드,missing,https://www.youtube.com/results?search_query=%EC%82%B0%EC%B1%85+%EB%B0%B1%EC%98%88%EB%A6%B0,https://www.youtube.com/watch?v=iAeeTin1uCA&pp=ygUQ7IKw7LGFIOuwseyYiOumsA%3D%3D
697,츄,ONE AND A HALF,https://music.bugs.co.kr/track/6174259?wl_ref=list_tr_08_chart,6174259.0,"멀리서 널 보았을 때
다른 길로 갈까 생각했는데
변한 듯한 널 보고 싶고
짧은 인사할까 하는 마음에
두근대는 가슴으로 한 걸음씩 갈 때
네 어깨 손 올리는 다른 어떤 사람
화가 난 네 얼굴은 미소로 바뀌고
두 사람은 내 옆을 지나갔지
둘이 되어버린 날 잊은 것 같은 너의 모습에
하나일 때 보다 난 외롭고 허전해
니가 가져간 나의 반쪽 때문인가
그래서 넌 둘이 될 수 있었던 거야
멀리서 널 보았을 때
다른 길로 갈까 생각했는데
변한 듯한 널 보고 싶고
짧은 인사할까 하는 마음에
두근대는 가슴으로 한 걸음씩 갈 때
네 어깨 손 올리는 다른 어떤 사람
화가 난 네 얼굴은 미소로 바뀌고
두 사람은 내 옆을 지나갔지
둘이 되어버린 날 잊은 것 같은 너의 모습에
하나일 때 보다 난 외롭고 허전해
니가 가져간 나의 반쪽 때문인가
그래서 넌 둘이 될 수 있었던 거야
지금 너에겐 변명처럼 들리겠지
널 보낸 후 항상 난 혼자였는데
둘이 되어버린 날 잊은 것 같은 너의 모습에
하나일 때 보다 난 외롭고 허전해
니가 가져간 나의 반쪽 때문인가
그래서 넌 둘이 될 수 있었던 거야
둘이 되어버린 날 잊은 것 같은 너의 모습에
하나일 때 보다 난 외롭고 허전해
니가 가져간 나의 반쪽 때문인가
그래서 넌 둘이 될 수 있었던 거야",https://image.bugsm.co.kr/album/images/200/40793/4079381.jpg?version=20231018003736.0,보통,공원,"{'love': 1.1515447106212378, 'excited': 1.5252597033977509, 'longing/missing': 5.087881278246641, 'other': 26.303427292965353}",0.0338012472578228,0.0447708889558682,0.1493443819577653,일과 이분의 일,https://music.bugs.co.kr/album/4079381?wl_ref=S_tr_01_04,"인디,발라드",missing,https://www.youtube.com/results?search_query=ONE+AND+A+HALF+%EC%B8%84,https://www.youtube.com/watch?v=PfmD6b9bcrU&pp=ygUST05FIEFORCBBIEhBTEYg7LiE
698,적재,나랑 같이 걸을래,https://music.bugs.co.kr/track/6004647,6004647.0,"가을밤이 찾아와
그대를 비추고
또 나를 감싸네
눈을 감을 때마다
향기로운 네 맘이
내게 전해지네
너는 무슨 생각해
나란히 누워서
저 별을 바라볼 때면
나와 같은 마음인지는 몰라도
너와 함께 있는 이 순간이 난 소중해
나랑 같이 걸을래
혹시 내일은 뭐해
네가 부담되지 않는 날에
산책이라도 할래
그냥 날이 좋길래
너와 걷고 싶어져서
내일 많이 바쁘지 않으면
혹시 나랑 같이 걸을래
많이 어색한가 봐
자꾸 딴 델 보고
널 닮은 별만 바라봐
싱그럽게 불어오는 바람에
너와 함께 있는 이 순간이 난 소중해
나랑 같이 걸을래
혹시 내일은 뭐해
네가 부담되지 않는 날에
산책이라도 할래
그냥 날이 좋길래
너와 걷고 싶어져서
내일 많이 바쁘지 않으면
혹시 나랑 같이 걸을래
힘들어 보일 땐
내가 더 아파오고
속상한 마음만 커져
내가 곁에 있을게 항상
너의 편이 되어줄게
저 하늘의 별처럼
나랑 같이 걸을래
혹시 내일은 뭐해
네가 부담되지 않는 날에
산책이라도 할래
그냥 날이 좋길래
너와 걷고 싶어져서
내일 많이 바쁘지 않으면
혹시 나랑 같이 걸을래",https://image.bugsm.co.kr/album/images/200/9988/998892.jpg?version=20210421042610.0,느림,공원,"{'love': 9.440244460478425, 'excited': 5.9693476017564535, 'longing/missing': 1.9160762280225754, 'other': 27.110760049894452}",0.2124438172261563,0.1343345499341733,0.0431194922633159,나랑 같이 걸을래 (바른연애 길잡이 X 적재),https://music.bugs.co.kr/album/998892?wl_ref=S_tr_01_04,"인디,발라드",love,https://www.youtube.com/results?search_query=%EB%82%98%EB%9E%91+%EA%B0%99%EC%9D%B4+%EA%B1%B8%EC%9D%84%EB%9E%98+%EC%A0%81%EC%9E%AC,https://www.youtube.com/watch?v=26YwXUcUf4I&pp=ygUe64KY656RIOqwmeydtCDqsbjsnYTrnpgg7KCB7J6s
699,아이유,가을아침,https://music.bugs.co.kr/track/30784473,30784473.0,"이른 아침 작은 새들 노랫소리 들려오면
언제나 그랬듯 아쉽게 잠을 깬다
창문 하나 햇살 가득 눈부시게 비쳐오고
서늘한 냉기에 재채기할까 말까 (음)
눈 비비며 빼꼼히 창밖을 내다보니
삼삼오오 아이들은 재잘대며 학교 가고
산책 갔다 오시는 아버지의 양손에는
효과를 알 수 없는 약수가 하나 가득 (음)
딸각딸각 아침 짓는 어머니의 분주함과
엉금엉금 냉수 찾는 그 아들의 게으름이
상큼하고 깨끗한 아침의 향기와
구수하게 밥 뜸드는 냄새가 어우러진
가을 아침 내겐 정말 커다란 기쁨이야
가을 아침 내겐 정말 커다란 행복이야
응석만 부렸던 내겐
파란 하늘 바라보며 커다란 숨을 쉬니
드높은 하늘처럼 내 마음 편해지네
텅 빈 하늘 언제 왔나 고추잠자리 하나가
잠 덜 깬 듯 엉성히 돌기만 비잉비잉 (음)
토닥토닥 빨래하는 어머니의 분주함과
동기동기 기타 치는 그 아들의 한가함이
심심하면 쳐대는 괘종시계 종소리와
시끄러운 조카들의 울음소리 어우러진
가을 아침 내겐 정말 커다란 기쁨이야
가을 아침 내겐 정말 커다란 행복이야
응석만 부렸던 내겐
가을 아침 내겐 정말 커다란 기쁨이야
가을 아침 내겐 정말 커다란 행복이야
뜬구름 쫓았던 내겐
이른 아침 작은 새들 노랫소리 들려오면
언제나 그랬듯 아쉽게 잠을 깬다
창문 하나 햇살 가득 눈부시게 비쳐오고
서늘한 냉기에 재채기할까 말까 (음)",https://image.bugsm.co.kr/album/images/200/201196/20119646.jpg?version=20210421044346.0,보통,공원,"{'love': 3.4510252103209496, 'excited': 7.541231207549572, 'longing/missing': 2.768572811037302, 'other': 18.446548542007804}",0.1071501453756146,0.2341460786155513,0.0859608264519261,꽃갈피 둘,https://music.bugs.co.kr/album/20119646?wl_ref=S_tr_01_04,"포크/어쿠스틱,발라드",excited,https://www.youtube.com/results?search_query=%EA%B0%80%EC%9D%84%EC%95%84%EC%B9%A8+%EC%95%84%EC%9D%B4%EC%9C%A0,https://www.youtube.com/watch?v=ZDoH5dQ58ps&pp=ygUW6rCA7J2E7JWE7LmoIOyVhOydtOycoA%3D%3D
700,펀치,맞아 잠을 설친 건 너 때문이야,https://music.bugs.co.kr/track/6174024,6174024.0,"맞아 잠을 설친 건 너 때문이야
짜증 나 내 맘 몰라주는 네가 미워
자꾸 잘해주는 네가
정말 싫지만 네가 좋아
밤새 우리 둘
주고받는 말들
너도 날 생각하고 있을까
하루종일
두근대다
잠든 날이 대체
몇 밤짼지
음 우리 아직도 한심하게
딱 봐도 좋아하는데
바보같이
눈치만 보고
좋은 친구라 말하는 나
I HATE YOU, BUT I LOVE YOU
맞아 잠을 설친 건 너 때문이야
짜증 나 내 맘 몰라주는 네가 미워
자꾸 잘해주는 네가
정말 싫지만 네가 좋아
그 밤 굳이 날 데려다줘선
헷갈리게 하곤 뒤돌아서니
난 점점 네가 좋아진단 말이야
I HATE YOU, BUT I LOVE YOU
맞아 잠을 설친 건 너 때문이야
짜증 나 내 맘 몰라주는 네가 미워
자꾸 잘해주는 네가
정말 싫지만 네가 좋아
밤이면 자꾸 생각나선
내 맘을 설레게 해
여전히 잠 못 드는 밤이지만
이제는 너에게 말하고 싶어
잠을 설친 건 너 때문이라고
맞아 잠을 설친 건 너 때문이야
짜증 나 내 맘 몰라주는 네가 미워
자꾸 잘해주는 네가
정말 싫지만 네가 좋아",https://image.bugsm.co.kr/album/images/200/40792/4079250.jpg?version=20220901010017.0,보통,공원,"{'love': 12.691404116339982, 'excited': 2.055525865405798, 'longing/missing': 3.827374868094921, 'other': 18.054395905695856}",0.3464879685753427,0.056117902710352,0.1044911446256089,맞아 잠을 설친 건 너 때문이야,https://music.bugs.co.kr/album/4079250?wl_ref=S_tr_01_04,발라드,love,https://www.youtube.com/results?search_query=%EB%A7%9E%EC%95%84+%EC%9E%A0%EC%9D%84+%EC%84%A4%EC%B9%9C+%EA%B1%B4+%EB%84%88+%EB%95%8C%EB%AC%B8%EC%9D%B4%EC%95%BC+%ED%8E%80%EC%B9%98,https://www.youtube.com/watch?v=Yq7H6oQGJds&pp=ygUw66ee7JWEIOyeoOydhCDshKTsuZwg6rG0IOuEiCDrlYzrrLjsnbTslbwg7Y6A7LmY
701,태연,11:11,https://music.bugs.co.kr/track/30437141,30437141.0,"It’s 11:11
오늘이 한 칸이 채 안 남은 그런 시간
우리 소원을 빌며 웃던 그 시간
별 게 다 널 떠오르게 하지
네 맘 끝자락처럼 차가운 바람
창을 열면 온통 네가 불어와
이 시간이 전부 지나고 나면
이별이 끝나 있을까 Yeah 
널 다 잊었을까
 
모든 게 자릴 찾아서 떠나가고
넌 내 모든 걸 갖고서 떠나도
내 맘은 시계 속의 두 바늘처럼
같은 곳을 두고 맴돌기만 해

Na na na na na na na na na na na na na oh
Na na na na na na na na
I believe I'll be over you

달력 안에 있는 
오래 전에 약속했던 몇 월의 며칠 
너에겐 다 잊혀져 있었다면 
내가 지워야지 뭐
지나고 나면 별 거 아니겠지 뭐

모든 게 자릴 찾아서 떠나가고
넌 내 모든 걸 갖고서 떠나도
내 맘은 시계 속의 두 바늘처럼
같은 곳을 두고 맴돌기만 해

Na na na na na na na na na na na na na oh
Na na na na na na na na
I believe I'll be over you
 
계절 틈에 잠시 피는 낯선 꽃처럼
하루 틈에 걸려 있는 새벽 별처럼
이 모든 건 언젠가는 다 지나가고 말겠지

모든 게 자릴 찾아서 돌아오고
내가 아무 일 없는 듯이 웃게 되면
너의 이름 한 번쯤 부르는 게
지금처럼 아프지 않을 거야

Na na na na na na na na na na na na na oh
Na na na na na na na na
I believe I'll be over you

Na na na na na na na na na na na na na oh
Na na na na na na na na
I believe I'll be over you",https://image.bugsm.co.kr/album/images/200/200641/20064160.jpg?version=20230601001300.0,보통,공원,"{'love': 2.122909842990339, 'excited': 2.552883179858327, 'longing/missing': 0.16791722178459167, 'other': 43.78639868879691}",0.0436542275876123,0.0524959379250614,0.0034529476792752,11:11,https://music.bugs.co.kr/album/20064160?wl_ref=S_tr_01_04,발라드,excited,https://www.youtube.com/results?search_query=11%3A11+%ED%83%9C%EC%97%B0,https://www.youtube.com/watch?v=ulr0muQKjk0&pp=ygUMMTE6MTEg7YOc7Jew
